,Nava Representation,Tokenized Lemmatized
1184,"[u'ciderheads', u'seventh']","[u'the', u'ciderheads', u'were', u'in', u'seventh', u'heaven']"
1185,"[u'thrilled', u'bit']","[u'she', u'was', u'thrilled', u'to', u'bits']"
1186,"[u'come', u'top', u'cricket', u'fiasco']","[u'coming', u'on', u'top', u'of', u'the', u'world', u'cup', u'cricket', u'fiasco']"
1187,"[u'end', u'career', u'develop', u'idea', u'parapraxis', u'refer']","[u'towards', u'the', u'end', u'of', u'his', u'career', u'freud', u'developed', u'the', u'idea', u'of', u'the', u'parapraxis', u'generally', u'referred', u'to', u'as', u'the', u'freudian', u'slip']"
1188,"[u'express', u'may', u'wide', u'mark', u'may', u'purpose', u'hypothesis', u'stimulate', u'research', u'confirm', u'refute', 'not_be', 'not_matter']","[u'the', u'ideas', u'expressed', u'may', u'well', u'be', u'wide', u'of', u'the', u'mark', u'or', u'they', u'may', u'not', u'be', u'but', u'this', u'does', u'not', u'really', u'matter', u'since', u'the', u'purpose', u'of', u'hypotheses', u'is', u'to', u'stimulate', u'more', u'ideas', u'and', u'the', u'research', u'to', u'either', u'confirm', u'or', u'refute', u'them']"
1189,"[u'do', u'parent', u'strike', u'child', 'not_is']","[u'here', u'in', u'denmark', u'it', u'is', u'not', u'the', u'done', u'thing', u'for', u'parents', u'to', u'strike', u'their', u'children']"
1190,"[u'irish', u'farm', u'sum', u'commissioner', u'former', u'agriculture', u'whose', u'radical', u'reform', u'set', u'alarm', u'bell', u'ring', u'native']","[u'that', u's', u'how', u'one', u'irish', u'farm', u'leader', u'sums', u'up', u'commissioner', u'ray', u'macsharry', u'the', u'former', u'minister', u'for', u'agriculture', u'whose', u'radical', u'reform', u'plan', u'for', u'the', u'cap', u'has', u'set', u'alarm', u'bells', u'ringing', u'in', u'his', u'native', u'country']"
1191,"[u'keep', u'back', u'wall']","[u'i', u'should', u'keep', u'your', u'back', u'to', u'the', u'wall']"
1192,"[u'demonology', u'carry']","[u'in', u'tory', u'demonology', u'they', u'will', u'always', u'carry', u'the', u'can']"
1193,"[u'great', u'seem', u'cross', u'bear', 'not_comfort']","[u'the', u'great', u'all', u'seem', u'to', u'have', u'had', u'this', u'cross', u'to', u'bear', u'and', u'that', u'is', u'no', u'comfort']"
1194,"[u'crux', u'matter', u'prevent', u'flood', u'occur']","[u'the', u'crux', u'of', u'the', u'matter', u'is', u'how', u'do', u'we', u'prevent', u'a', u'1947', u'or', u'1990', u'flood', u'occurring', u'again']"
1195,"[u'should', u'nobility', u'refuse', u'cooperate', u'monarchy', u'would', u'leave', u'high', u'dry', u'monarch', u'would', u'unlikely', u'survive']","[u'should', u'the', u'nobility', u'refuse', u'to', u'cooperate', u'the', u'monarchy', u'would', u'be', u'left', u'high', u'and', u'dry', u'and', u'the', u'monarch', u'himself', u'would', u'be', u'unlikely', u'to', u'survive']"
1196,"[u'go', u'leave', u'lurch']","[u'you', u're', u'going', u'to', u'be', u'left', u'in', u'the', u'lurch', u'giles']"
1197,"[u'last', u'telephone', u'use']","[u'however', u'as', u'a', u'last', u'resort', u'the', u'telephone', u'can', u'be', u'used']"
1198,"[u'many', u'pay', u'tax', u'necessary', u'legal', u'steal', u'money']","[u'for', u'many', u'paying', u'taxes', u'is', u'at', u'best', u'a', u'necessary', u'evil', u'at', u'worst', u'a', u'legal', u'way', u'for', u'the', u'government', u'to', u'steal', u'your', u'money']"
1199,"[u'leave', u'court', u'family', u'try', u'put', u'brave']","[u'leaving', u'the', u'court', u'the', u'families', u'all', u'tried', u'to', u'put', u'on', u'a', u'brave', u'face']"
1200,"[u'drain', u'scratch', u'surface', u'fork', u'sprinkle', u'salt']","[u'drain', u'thoroughly', u'lightly', u'scratch', u'the', u'surface', u'with', u'a', u'fork', u'and', u'sprinkle', u'lightly', u'with', u'salt']"
1201,"[u'firm', u'merger', u'place', u'take', u'thorny', u'rationalise', u'accountancy', u'profession']","[u'once', u'the', u'firms', u'merger', u'was', u'in', u'place', u'mr', u'morrison', u'took', u'up', u'the', u'thorny', u'issue', u'of', u'rationalising', u'the', u'accountancy', u'profession']"
1202,"[u'fear', u'would', u'batten', u'hatch', u'physical', u'crawl', u'shell', u'build', u'year', u'blow', u'life']","[u'i', u'feared', u'that', u'without', u'him', u'i', u'would', u'batten', u'down', u'the', u'hatches', u'of', u'the', u'physical', u'part', u'of', u'me', u'and', u'crawl', u'back', u'inside', u'the', u'shell', u'which', u'i', u'had', u'built', u'around', u'myself', u'in', u'the', u'three', u'years', u'before', u'he', u'blew', u'through', u'my', u'life']"
1203,"[u'close', u'term']","[u'and', u'so', u'we', u'all', u'had', u'a', u'close', u'shave', u'once', u'a', u'term']"
1204,"[u'happen', u'false', u'batsman', u'make', 'not_wants']","[u'then', u'it', u'happened', u'that', u'one', u'false', u'move', u'that', u'a', u'batsman', u'never', u'wants', u'to', u'make']"
1205,"[u'there', u'many', u'old', u'proverb', u'point', u'wisdom', u'thought', u'action', u'look', u'leap', u'haste', u'less', u'second', u'best']","[u'there', u'are', u'many', u'old', u'sayings', u'and', u'proverbs', u'that', u'point', u'to', u'the', u'wisdom', u'of', u'thought', u'before', u'action', u'such', u'as', u'look', u'before', u'you', u'leap', u'more', u'haste', u'less', u'speed', u'second', u'thoughts', u'are', u'best', u'and', u'so', u'on']"
1206,"[u'fortune', u'put', u'harm', u'way']","[u'some', u'of', u'that', u'fortune', u'was', u'put', u'out', u'of', u'harm', u's', u'way', u'overseas']"
1207,"[u'intrusion', u'safe']","[u'apologise', u'for', u'the', u'intrusion', u'to', u'be', u'on', u'the', u'safe', u'side']"
1208,"[u'safety', u'number', u'save', u'day', u'prey', u'specie']","[u'again', u'safety', u'in', u'numbers', u'saves', u'the', u'day', u'for', u'the', u'prey', u'species']"
1209,"[u'importance', u'interest', u'stake', u'immigration', u'decision']","[u'this', u'is', u'partly', u'because', u'of', u'the', u'importance', u'of', u'the', u'interests', u'at', u'stake', u'in', u'immigration', u'decisions']"
1210,"[u'holliman', u'decide', u'take', u'cover', u'scuttle', u'patch', u'scrub', u'camouflage', u'net']","[u'holliman', u'decided', u'that', u'they', u'had', u'to', u'take', u'cover', u'so', u'they', u'scuttled', u'into', u'a', u'patch', u'of', u'scrub', u'and', u'camouflaged', u'themselves', u'with', u'nets']"
1211,"[u'something', u'hit', u'back', u'head', u'go', u'light']","[u'something', u'hit', u'me', u'on', u'the', u'back', u'of', u'the', u'head', u'here', u'and', u'i', u'went', u'out', u'like', u'a', u'light']"
1212,"[u'possible', u'continue', u'concern', u'act', u'sleep']","[u'it', u'is', u'possible', u'that', u'storr', u'continued', u'the', u'concern', u'fogelberg', u'perhaps', u'acting', u'as', u'the', u'sleeping', u'partner']"
1213,"[u'positive', u'would', u'secure', u'international', u'mainframe', u'would', u'able', u'shed', u'run', u'world', u'personal', u'market', u'negative', u'would', u'threat', u'nationalisation', u'new']","[u'on', u'the', u'positive', u'side', u'it', u'would', u'secure', u'the', u'only', u'international', u'outlet', u'for', u'its', u'mainframes', u'and', u'with', u'zenith', u'data', u'systems', u'and', u'bull', u'micral', u'would', u'finally', u'be', u'able', u'to', u'shed', u'its', u'also', u'ran', u'image', u'in', u'the', u'world', u'personal', u'computer', u'market', u'on', u'the', u'negative', u'there', u'would', u'be', u'the', u'threat', u'of', u're', u'nationalisation', u'under', u'a', u'new', u'administration']"
1214,"[u'kill', u'square']","[u'if', u'gesell', u'had', u'killed', u'devore', u'they', u'had', u'have', u'been', u'back', u'to', u'square', u'one']"
1215,"[u'shall', u'put', u'bag']","[u'shall', u'i', u'put', u'all', u'this', u'in', u'the', u'bag']"
1216,"[u'say', u'course', u'election', u'new']","[u'he', u'said', u'the', u'government', u'was', u'on', u'course', u'for', u'elections', u'to', u'the', u'new', u'councils', u'in', u'1995']"
1217,[],"[u'but', u'it', u'is', u'all', u'downhill', u'from', u'here']"
1218,"[u'there', u'fall', u'grace', 'not_watershed']","[u'there', u'is', u'no', u'watershed', u'or', u'fall', u'from', u'grace']"
1219,"[u'think', u'flash', u'pan', u'would', u'last', u'couple', u'single']","[u'i', u'think', u'if', u'kylie', u'minogue', u'has', u'been', u'a', u'flash', u'in', u'the', u'pan', u'she', u'would', u'have', u'lasted', u'for', u'a', u'couple', u'of', u'singles']"
1220,"[u'appeal', u'get', u'fly', u'weekend', u'group', u'hold', u'jumble', u'sale', u'raffle']","[u'the', u'appeal', u'got', u'off', u'to', u'a', u'flying', u'start', u'at', u'the', u'weekend', u'when', u'the', u'group', u'held', u'a', u'jumble', u'sale', u'and', u'raffle']"
1221,"[u'cause', u'onlooker', u'despair', u'tv', u'schedule', u'go', u'smoke', u'sponsor', 'not_please']","[u'this', u'causes', u'onlookers', u'to', u'despair', u'and', u'tv', u'schedules', u'to', u'go', u'up', u'in', u'smoke', u'which', u'cannot', u'please', u'philip', u'morris', u'the', u'sponsor']"
1222,"[u'introduction', u'carbon', u'fibre', u'rod', u'development', u'come', u'leap', u'bound']","[u'with', u'the', u'introduction', u'of', u'carbon', u'fibre', u'rod', u'development', u'has', u'come', u'on', u'in', u'leaps', u'and', u'bounds']"
1223,"[u'come', u'long', u'late', u'drink']","[u'you', u've', u'come', u'a', u'long', u'way', u'for', u'a', u'late', u'night', u'drink']"
1224,"[u'make', u'comeback']","[u'is', u'iran', u'about', u'to', u'make', u'a', u'comeback']"
1225,"[u'would', u'like', u'make', u'go', u'nothing', u'sad']","[u'she', u'would', u'like', u'to', u'make', u'a', u'go', u'of', u'it', u'but', u'there', u'is', u'nothing', u'there', u'it', u'is', u'so', u'sad']"
1226,"[u'hand', u'game', u'could', u'make', u'break']","[u'on', u'the', u'one', u'hand', u'the', u'england', u'game', u'could', u'be', u'make', u'or', u'break']"
1227,"[u'sure', u'moment', u'truth', u'polling', u'booth', u'consider', u'wallet']","[u'they', u'felt', u'sure', u'that', u'at', u'the', u'moment', u'of', u'truth', u'in', u'the', u'polling', u'booth', u'most', u'voters', u'will', u'consider', u'their', u'wallets']"
1228,"[u'pyrrhic', u'side']","[u'it', u'was', u'a', u'pyrrhic', u'victory', u'for', u'both', u'sides']"
1229,"[u'rag', u'rich', u'story']","[u'danaher', u's', u'is', u'a', u'rags', u'to', u'riches', u'story']"
1230,"[u'could', u'save', u'day']","[u'could', u'super', u'clippie', u'save', u'the', u'day']"
1231,"[u'sink', u'swim', u'basis', u'everyone', u'pull']","[u'the', u'highways', u'department', u'will', u'sink', u'or', u'swim', u'on', u'the', u'basis', u'of', u'everyone', u'pulling', u'together']"
1232,"[u'arrive', u'booming', u'coal']","[u'we', u'had', u'arrived', u'from', u'harehills', u'on', u'the', u'up', u'and', u'up', u'with', u'the', u'booming', u'coal', u'industry']"
1233,"[u'lean', u'saucepan', u'stir', u'milk', u'wooden']","[u'ludo', u'leans', u'over', u'the', u'saucepan', u'and', u'stirs', u'the', u'milk', u'with', u'a', u'wooden', u'spoon']"
1234,"[u'way', u'gain', u'word', u'sustain', u'weary', u'bolt', u'blue', u'listen', u'morning', u'morning', 'not_was']","[u'the', u'way', u'he', u'gained', u'the', u'word', u'that', u'sustains', u'the', u'weary', u'was', u'not', u'like', u'a', u'bolt', u'from', u'the', u'blue', u'but', u'through', u'patiently', u'listening', u'to', u'god', u'morning', u'by', u'morning']"
1235,"[u'would', u'like', u'innocent', u'old', u'knitting', u'get', u'letter', u'blue']","[u'how', u'would', u'you', u'like', u'to', u'be', u'an', u'innocent', u'old', u'woman', u'quietly', u'doing', u'your', u'knitting', u'and', u'then', u'get', u'a', u'letter', u'like', u'that', u'out', u'of', u'the', u'blue']"
1236,"[u'jaw', u'drop']","[u'sybil', u's', u'jaw', u'dropped']"
1237,"[u'behold', u'thief', u'catch', u'red']","[u'lo', u'and', u'behold', u'the', u'thief', u'was', u'caught', u'red', u'handed']"
1238,"[u'recording', u'raise', u'eyebrow']","[u'obviously', u'kaplan', u's', u'recording', u'will', u'raise', u'eyebrows']"
1239,"[u'morning', u'anyone', u'trouble', u'come', u'look', u'would', u'find', u'poor', u'frozen', u'root', u'spot', u'cage', u'spindly']","[u'by', u'morning', u'if', u'anyone', u'troubled', u'to', u'come', u'looking', u'for', u'her', u'they', u'would', u'probably', u'find', u'her', u'poor', u'frozen', u'body', u'rooted', u'to', u'the', u'spot', u'by', u'a', u'cage', u'of', u'spindly', u'icicles']"
1240,"[u'kidnapper', u'stunned', u'strike', u'dumb']","[u'baby', u'kidnapper', u'caren', u'mcsweeney', u'is', u'so', u'stunned', u'by', u'what', u'she', u'did', u'that', u'she', u'has', u'been', u'struck', u'dumb']"
1241,"[u'spirit', u'reach', u'time', u'low', u'one', u'blow', 'not_come']","[u'team', u'spirit', u'reached', u'an', u'all', u'time', u'low', u'on', u'this', u'one', u'but', u'at', u'least', u'we', u'did', u'not', u'come', u'to', u'blows']"
1242,"[u'case', u'prove', u'fatal', u'result', u'tougher', u'enforcement', u'replace', u'account', u'solution', 'not_free']","[u'but', u'if', u'a', u'case', u'proves', u'fatal', u'the', u'result', u'will', u'not', u'be', u'a', u'free', u'for', u'all', u'but', u'an', u'even', u'tougher', u'enforcement', u'mechanism', u'to', u'replace', u'it', u'accounting', u'solutions']"
1243,"[u'single', u'would', u'justify', u'arm', u'latest', u'suggest', u'save', u'money']","[u'single', u'travellers', u'would', u'be', u'justified', u'in', u'being', u'up', u'in', u'arms', u'over', u'intercity', u'sleeper', u's', u'latest', u'ad', u'suggesting', u'that', u'you', u'to', u'save', u'money']"
1244,"[u'fire', u'protestant', u'war', u'religion']","[u'it', u'had', u'been', u'fired', u'by', u'protestant', u'arsonists', u'in', u'the', u'wars', u'of', u'religion']"
1245,"[u'case', u'course', u'penchant', u'doggedness', u'seem', u'pronounced', u'end', u'career', u'appear', u'odds', u'spirit', u'music']","[u'in', u'some', u'cases', u'of', u'course', u'his', u'penchant', u'for', u'doggedness', u'which', u'seems', u'to', u'have', u'become', u'more', u'pronounced', u'towards', u'the', u'end', u'of', u'his', u'career', u'appears', u'to', u'be', u'at', u'odds', u'with', u'the', u'spirit', u'of', u'the', u'music']"
1246,"[u'catch', u'crossfire', u'particular', u'respond', u'fight']","[u'they', u'have', u'been', u'caught', u'in', u'the', u'crossfire', u'of', u'this', u'particular', u'serbo', u'croat', u'war', u'and', u'have', u'responded', u'by', u'fighting', u'against', u'the', u'serbs']"
1247,"[u'better', u'let', u'sleep', u'lie']","[u'wouldn', u't', u'it', u'be', u'better', u'to', u'let', u'sleeping', u'dogs', u'lie']"
1248,"[u'lose', u'star', 'not_love']","[u'but', u'there', u'was', u'no', u'love', u'lost', u'between', u'the', u'stars']"
1249,"[u'may', u'call', u'bluff', u'see', u'happen', u'case', u'must', u'fight', u'keep', u'fight']","[u'or', u'he', u'or', u'she', u'may', u'call', u'your', u'bluff', u'and', u'see', u'what', u'happens', u'in', u'which', u'case', u'you', u'must', u'fight', u'and', u'keep', u'on', u'fighting']"
1250,"[u'point', u'reader', u'arm']","[u'by', u'this', u'point', u'some', u'of', u'my', u'readers', u'will', u'be', u'up', u'in', u'arms']"
1251,"[u'poor', u'give', u'way', u'black', u'swamp', u'ugly', u'explain']","[u'the', u'poor', u'woman', u'had', u'given', u'way', u'to', u'a', u'black', u'mood', u'and', u'been', u'swamped', u'by', u'her', u'ugly', u'past', u'he', u'explained']"
1252,"[u'forget', u'cry', u'loud']","[u'forget', u'it', u'rory', u'for', u'crying', u'out', u'loud', u'forget', u'it']"
1253,"[u'cut', u'exploit', u'possession', u'dangerous', u'cross', u'ground']","[u'the', u'germans', u'cut', u'it', u'out', u'and', u'ruthlessly', u'exploited', u'the', u'possession', u'as', u'dangerous', u'winger', u'ludwig', u'kogl', u'crossed', u'along', u'the', u'ground']"
1254,"[u'kind', u'intelligent', u'give', u'rest', u'let', u'slow']","[u'it', u'is', u'not', u'only', u'more', u'kind', u'but', u'more', u'intelligent', u'to', u'give', u'it', u'a', u'rest', u'or', u'let', u'it', u'slow', u'down']"
1255,"[u'many', u'hot', u'collar', u'local']","[u'many', u'of', u'us', u'become', u'hot', u'under', u'the', u'collar', u'over', u'local', u'issues']"
1256,"[u'go', u'council', u'rave', u'wo', u'anything', 'not_get']","[u'you', u'can', u'go', u'down', u'to', u'the', u'council', u'and', u'rant', u'and', u'rave', u'you', u'still', u'wont', u'get', u'anything']"
1257,"[u'armchair', u'birdwatchers', u'see', u'red', u'peregrine', u'eye', u'painter']","[u'armchair', u'birdwatchers', u'can', u'see', u'red', u'kites', u'and', u'peregrine', u'falcons', u'through', u'the', u'eyes', u'of', u'painter', u'bruce', u'pearson', u'in', u'david', u'cobham', u's', u'birdscape', u'on', u'channel', u'4', u'on', u'thursdays', u'in', u'may', u'and', u'june']"
1258,"[u'pantomime', u'humour', u'grow', u'compre', u'talk', u'organist', u'big', u'steam']","[u'it', u'is', u'the', u'pantomime', u'humour', u'we', u'all', u'grew', u'up', u'with', u'where', u'the', u'compre', u'talks', u'about', u'the', u'organist', u's', u'big', u'organ', u'and', u'his', u'steamed', u'up', u'glasses']"
1259,"[u'danger', u'go', u'week']","[u'you', u're', u'in', u'danger', u'of', u'going', u'too', u'far', u'this', u'week']"
1260,"[u'last', u'concern']","[u'that', u'was', u'the', u'last', u'straw', u'as', u'far', u'as', u'i', u'was', u'concerned']"
1261,"[u'go', u'fertilize', u'unsterilized', u'instance', u'hold', u'breath', u'stuff', u'crawl', u'anthrax', u'germ']","[u'if', u'you', u'go', u'fertilizing', u'with', u'unsterilized', u'bonemeal', u'for', u'instance', u'hold', u'your', u'breath', u'the', u'stuff', u'can', u'be', u'crawling', u'with', u'anthrax', u'germs']"
